ProductID,ProductName,BrandID,SubcategoryID,Model,Color,LaunchDate,ProductStatus,StandardCost,ListPrice,IsDeleted,CreatedAt,ModifiedAt
P0027,Lenovo Storage LEN-103-027,1,103,LEN-103-027,Gray,2024-06-20,Active,6125.87,6970.00,0,2024-06-20 09:00:00,2024-09-13 09:00:00
P0028,ASUS Networking ASU-104-028,11,104,ASU-104-028,White,2024-04-23,Active,10680.03,13290.00,0,2024-04-23 09:00:00,2024-04-26 09:00:00
P0029,Xiaomi Smartphone XIA-105-029,6,105,XIA-105-029,Green,2024-08-10,Active,8564.50,10040.00,0,2024-08-10 09:00:00,2026-02-25 09:00:00
P0030,realme Tablet REA-106-030,8,106,REA-106-030,Red,2022-07-25,Active,16985.03,19600.00,0,2022-07-25 09:00:00,2024-04-12 09:00:00
P0031,Xiaomi Smartwatche XIA-107-031,6,107,XIA-107-031,Black,2026-01-01,Active,17429.62,23240.00,0,2026-01-01 09:00:00,2026-06-09 09:00:00
P0032,OPPO Feature Phone OPP-108-032,7,108,OPP-108-032,Green,2022-11-12,Active,729.38,920.00,0,2022-11-12 09:00:00,2024-05-12 09:00:00
P0033,Philips Refrigerator PHI-109-033,17,109,PHI-109-033,Silver,2021-10-15,Active,27563.47,34520.00,0,2021-10-15 09:00:00,2023-01-07 09:00:00
P0034,Bosch Washing Machine BOS-110-034,18,110,BOS-110-034,Red,2022-06-12,Active,25059.61,33560.00,0,2022-06-12 09:00:00,2022-12-04 09:00:00
P0035,Philips Air Conditioner PHI-111-035,17,111,PHI-111-035,Silver,2025-04-10,Discontinued,11278.80,14200.00,0,2025-04-10 09:00:00,2025-10-09 09:00:00
P0036,Bosch Cooker BOS-112-036,18,112,BOS-112-036,Gray,2021-04-25,Active,18986.19,25550.00,0,2021-04-25 09:00:00,2022-10-17 09:00:00
P0037,Samsung Television SAM-113-037,5,113,SAM-113-037,Gold,2025-01-27,Active,35713.00,45410.00,0,2025-01-27 09:00:00,2026-01-03 09:00:00
P0038,Hisense Sound System HIS-114-038,16,114,HIS-114-038,Silver,2022-09-19,Active,8061.06,10270.00,0,2022-09-19 09:00:00,2023-08-17 09:00:00
P0039,LG Gaming LG-115-039,13,115,LG-115-039,Green,2023-04-17,Active,61766.30,79240.00,0,2023-04-17 09:00:00,2024-06-06 09:00:00
P0040,TCL Streaming Device TCL-116-040,15,116,TCL-116-040,Gray,2025-09-02,Active,6473.21,7410.00,0,2025-09-02 09:00:00,2026-02-02 09:00:00
P0041,TP-Link Keyboards & Mice TP--117-041,28,117,TP--117-041,White,2025-11-05,Active,2261.03,2710.00,0,2025-11-05 09:00:00,2026-06-10 09:00:00
P0042,Baseus Headphone BAS-118-042,27,118,BAS-118-042,Red,2024-01-21,Active,4899.05,6760.00,0,2024-01-21 09:00:00,2025-04-04 09:00:00
P0043,SanDisk Chargers & Cable SAN-119-043,30,119,SAN-119-043,Green,2023-10-28,Active,1197.22,1700.00,0,2023-10-28 09:00:00,2024-08-15 09:00:00
P0044,JBL Bags & Case JBL-120-044,24,120,JBL-120-044,Silver,2021-08-06,Active,194.50,260.00,0,2021-08-06 09:00:00,2021-12-15 09:00:00
P0045,LG Blender LG-121-045,13,121,LG-121-045,Blue,2022-04-07,Active,2886.94,3640.00,0,2022-04-07 09:00:00,2024-07-14 09:00:00
P0046,Midea Coffee Machine MID-122-046,22,122,MID-122-046,Red,2025-12-02,Active,16087.11,18880.00,0,2025-12-02 09:00:00,2026-05-20 09:00:00
P0047,Bosch Vacuum Cleaner BOS-123-047,18,123,BOS-123-047,Gold,2022-08-13,Active,9373.83,12220.00,0,2022-08-13 09:00:00,2024-07-31 09:00:00
P0048,Panasonic Iron PAN-124-048,23,124,PAN-124-048,Gray,2025-06-20,Active,3523.65,4360.00,0,2025-06-20 09:00:00,2025-10-29 09:00:00
P0049,ASUS Laptop ASU-101-049,11,101,ASU-101-049,Black,2025-02-19,Active,19489.18,22940.00,0,2025-02-19 09:00:00,2025-09-02 09:00:00
P0050,ASUS Monitor ASU-102-050,11,102,ASU-102-050,White,2022-04-25,Active,12505.77,16290.00,0,2022-04-25 09:00:00,2024-01-20 09:00:00
P0051,ASUS Storage ASU-103-051,11,103,ASU-103-051,Blue,2022-06-26,Active,1666.53,2020.00,0,2022-06-26 09:00:00,2022-11-15 09:00:00
P0052,Acer Networking ACE-104-052,12,104,ACE-104-052,Gold,2022-12-13,Active,11028.18,14310.00,0,2022-12-13 09:00:00,2024-04-07 09:00:00
P0053,Samsung Smartphone SAM-105-053,5,105,SAM-105-053,Silver,2021-02-14,Active,24028.47,27490.00,0,2021-02-14 09:00:00,2021-06-06 09:00:00
P0054,Apple Tablet APP-106-054,4,106,APP-106-054,Blue,2023-07-29,Active,15547.13,18240.00,0,2023-07-29 09:00:00,2025-08-07 09:00:00
P0055,Honor Smartwatche HON-107-055,10,107,HON-107-055,Black,2023-02-10,Active,12388.64,15760.00,0,2023-02-10 09:00:00,2025-02-22 09:00:00
P0056,OPPO Feature Phone OPP-108-056,7,108,OPP-108-056,Blue,2022-01-02,Active,1387.58,1980.00,0,2022-01-02 09:00:00,2023-09-25 09:00:00
P0057,Midea Refrigerator MID-109-057,22,109,MID-109-057,Black,2025-02-09,Active,14449.02,17290.00,0,2025-02-09 09:00:00,2025-11-28 09:00:00
P0058,Midea Washing Machine MID-110-058,22,110,MID-110-058,Gold,2021-02-06,Active,11475.00,15310.00,0,2021-02-06 09:00:00,2022-04-15 09:00:00
P0059,Bosch Air Conditioner BOS-111-059,18,111,BOS-111-059,Red,2023-08-01,Active,30376.01,38020.00,0,2023-08-01 09:00:00,2024-02-26 09:00:00
P0060,Beko Cooker BEK-112-060,19,112,BEK-112-060,White,2025-07-22,Active,15224.07,18200.00,0,2025-07-22 09:00:00,2026-02-08 09:00:00
P0061,TCL Television TCL-113-061,15,113,TCL-113-061,Silver,2021-06-26,Active,48469.66,66550.00,0,2021-06-26 09:00:00,2022-10-21 09:00:00
P0062,Hisense Sound System HIS-114-062,16,114,HIS-114-062,Gray,2022-08-14,Active,14496.76,19180.00,0,2022-08-14 09:00:00,2022-08-21 09:00:00
P0063,Samsung Gaming SAM-115-063,5,115,SAM-115-063,White,2022-11-24,Active,23470.23,33130.00,0,2022-11-24 09:00:00,2023-10-12 09:00:00
P0064,LG Streaming Device LG-116-064,13,116,LG-116-064,Green,2022-03-21,Seasonal,2737.03,3660.00,0,2022-03-21 09:00:00,2023-05-03 09:00:00
P0065,Anker Keyboards & Mice ANK-117-065,26,117,ANK-117-065,Silver,2021-01-30,Active,4989.42,6440.00,0,2021-01-30 09:00:00,2023-05-17 09:00:00
P0066,Baseus Headphone BAS-118-066,27,118,BAS-118-066,Gold,2021-03-24,Active,6551.89,7630.00,0,2021-03-24 09:00:00,2022-06-06 09:00:00
P0067,Anker Chargers & Cable ANK-119-067,26,119,ANK-119-067,Gray,2025-12-09,Active,3348.77,3960.00,0,2025-12-09 09:00:00,2026-01-06 09:00:00
P0068,TP-Link Bags & Case TP--120-068,28,120,TP--120-068,Blue,2025-01-30,Active,3085.10,3570.00,0,2025-01-30 09:00:00,2025-12-13 09:00:00
P0069,Panasonic Blender PAN-121-069,23,121,PAN-121-069,Gray,2024-10-13,Active,5298.50,6960.00,0,2024-10-13 09:00:00,2024-11-21 09:00:00
P0070,Fresh Coffee Machine FRE-122-070,20,122,FRE-122-070,Red,2023-12-22,Active,8556.43,10150.00,0,2023-12-22 09:00:00,2025-03-18 09:00:00
P0071,Midea Vacuum Cleaner MID-123-071,22,123,MID-123-071,Blue,2026-02-03,Active,3908.11,5300.00,0,2026-02-03 09:00:00,2026-02-20 09:00:00
P0072,Midea Iron MID-124-072,22,124,MID-124-072,Red,2023-04-20,Active,3649.84,5070.00,0,2023-04-20 09:00:00,2025-01-20 09:00:00
P0073,Dell Laptop DEL-101-073,2,101,DEL-101-073,White,2026-02-23,Seasonal,18890.83,23700.00,0,2026-02-23 09:00:00,2026-03-31 09:00:00
P0074,Lenovo Monitor LEN-102-074,1,102,LEN-102-074,White,2024-04-08,Active,16453.72,19450.00,0,2024-04-08 09:00:00,2026-07-01 09:00:00
P0075,Dell Storage DEL-103-075,2,103,DEL-103-075,Blue,2025-05-05,Active,7395.49,8940.00,0,2025-05-05 09:00:00,2026-02-08 09:00:00
P0076,Acer Networking ACE-104-076,12,104,ACE-104-076,White,2024-08-08,Active,5554.42,6390.00,0,2024-08-08 09:00:00,2024-10-04 09:00:00
P0077,Xiaomi Smartphone XIA-105-077,6,105,XIA-105-077,Red,2024-02-17,Active,52356.52,60420.00,0,2024-02-17 09:00:00,2025-05-11 09:00:00
P0078,realme Tablet REA-106-078,8,106,REA-106-078,Black,2022-07-15,Active,22750.32,27960.00,0,2022-07-15 09:00:00,2023-05-10 09:00:00
P0079,Huawei Smartwatche HUA-107-079,9,107,HUA-107-079,Green,2021-07-08,Active,10960.89,13590.00,0,2021-07-08 09:00:00,2021-07-31 09:00:00
P0080,Apple Feature Phone APP-108-080,4,108,APP-108-080,Silver,2022-12-11,Active,1371.18,1560.00,0,2022-12-11 09:00:00,2023-09-12 09:00:00
P0081,LG Refrigerator LG-109-081,13,109,LG-109-081,White,2025-07-08,Active,35569.00,44790.00,0,2025-07-08 09:00:00,2026-01-11 09:00:00
P0082,Fresh Washing Machine FRE-110-082,20,110,FRE-110-082,Black,2024-06-20,Discontinued,29299.25,37260.00,0,2024-06-20 09:00:00,2026-06-29 09:00:00
P0083,Philips Air Conditioner PHI-111-083,17,111,PHI-111-083,Green,2021-09-15,Active,32221.22,38210.00,0,2021-09-15 09:00:00,2023-05-20 09:00:00
P0084,Beko Cooker BEK-112-084,19,112,BEK-112-084,Gold,2021-07-26,Seasonal,24909.96,34050.00,0,2021-07-26 09:00:00,2022-07-18 09:00:00
P0085,LG Television LG-113-085,13,113,LG-113-085,Gold,2024-01-08,Active,61143.24,85640.00,0,2024-01-08 09:00:00,2025-04-26 09:00:00
P0086,TCL Sound System TCL-114-086,15,114,TCL-114-086,Silver,2022-06-24,Active,16741.62,20850.00,0,2022-06-24 09:00:00,2024-10-05 09:00:00
P0087,TCL Gaming TCL-115-087,15,115,TCL-115-087,White,2026-02-26,Active,42703.88,57420.00,0,2026-02-26 09:00:00,2026-06-11 09:00:00
P0088,Samsung Streaming Device SAM-116-088,5,116,SAM-116-088,Red,2023-07-13,Active,1508.25,1970.00,0,2023-07-13 09:00:00,2024-01-02 09:00:00
P0089,Logitech Keyboards & Mice LOG-117-089,25,117,LOG-117-089,Gray,2023-08-21,Active,2283.75,2890.00,0,2023-08-21 09:00:00,2025-07-28 09:00:00
P0090,Logitech Headphone LOG-118-090,25,118,LOG-118-090,Green,2022-04-02,Active,764.49,950.00,0,2022-04-02 09:00:00,2024-03-14 09:00:00
P0091,Anker Chargers & Cable ANK-119-091,26,119,ANK-119-091,Gold,2023-08-29,Discontinued,2710.29,3590.00,0,2023-08-29 09:00:00,2023-09-27 09:00:00
P0092,SanDisk Bags & Case SAN-120-092,30,120,SAN-120-092,Black,2022-08-25,Active,1520.51,2100.00,0,2022-08-25 09:00:00,2024-06-01 09:00:00
P0093,Panasonic Blender PAN-121-093,23,121,PAN-121-093,Gray,2023-05-08,Active,5243.28,6260.00,0,2023-05-08 09:00:00,2025-04-02 09:00:00
P0094,Beko Coffee Machine BEK-122-094,19,122,BEK-122-094,Gold,2021-02-06,Active,5251.74,7160.00,0,2021-02-06 09:00:00,2022-07-25 09:00:00
P0095,Panasonic Vacuum Cleaner PAN-123-095,23,123,PAN-123-095,Silver,2024-08-31,Active,21151.90,27060.00,0,2024-08-31 09:00:00,2025-02-13 09:00:00
P0096,Tornado Iron TOR-124-096,21,124,TOR-124-096,Blue,2023-01-01,Active,1707.63,2210.00,0,2023-01-01 09:00:00,2024-01-31 09:00:00
P0097,Acer Laptop ACE-101-097,12,101,ACE-101-097,Red,2024-04-13,Active,26294.42,36200.00,0,2024-04-13 09:00:00,2025-10-26 09:00:00
P0098,Dell Monitor DEL-102-098,2,102,DEL-102-098,Blue,2023-10-18,Active,22338.80,28690.00,0,2023-10-18 09:00:00,2024-09-24 09:00:00
P0099,Dell Storage DEL-103-099,2,103,DEL-103-099,Silver,2024-01-07,Active,7478.55,10340.00,0,2024-01-07 09:00:00,2024-04-20 09:00:00
P0100,Acer Networking ACE-104-100,12,104,ACE-104-100,White,2022-05-02,Active,10354.29,13540.00,0,2022-05-02 09:00:00,2023-02-02 09:00:00
P0101,Apple Smartphone APP-105-101,4,105,APP-105-101,Gold,2022-04-18,Active,14773.48,20870.00,0,2022-04-18 09:00:00,2023-11-28 09:00:00
P0102,Xiaomi Tablet XIA-106-102,6,106,XIA-106-102,White,2021-11-09,Active,36507.99,44280.00,0,2021-11-09 09:00:00,2022-10-21 09:00:00
P0103,realme Smartwatche REA-107-103,8,107,REA-107-103,White,2025-09-25,Active,2843.98,3790.00,0,2025-09-25 09:00:00,2026-05-03 09:00:00
P0104,Honor Feature Phone HON-108-104,10,108,HON-108-104,Gray,2025-07-28,Active,1760.12,2190.00,0,2025-07-28 09:00:00,2026-03-14 09:00:00
P0105,Beko Refrigerator BEK-109-105,19,109,BEK-109-105,Gray,2024-01-10,Active,42442.38,51820.00,0,2024-01-10 09:00:00,2024-04-21 09:00:00
P0106,Bosch Washing Machine BOS-110-106,18,110,BOS-110-106,Red,2024-04-17,Active,13865.20,17940.00,0,2024-04-17 09:00:00,2026-03-29 09:00:00
P0107,Bosch Air Conditioner BOS-111-107,18,111,BOS-111-107,Gold,2021-02-28,Active,45090.63,59200.00,0,2021-02-28 09:00:00,2022-01-09 09:00:00
P0108,Bosch Cooker BOS-112-108,18,112,BOS-112-108,Green,2023-06-12,Active,9867.35,12760.00,0,2023-06-12 09:00:00,2023-08-25 09:00:00
P0109,LG Television LG-113-109,13,113,LG-113-109,Black,2025-07-12,Active,59301.72,71010.00,0,2025-07-12 09:00:00,2025-08-08 09:00:00
P0110,TCL Sound System TCL-114-110,15,114,TCL-114-110,White,2025-06-01,Active,35783.38,43030.00,0,2025-06-01 09:00:00,2026-02-06 09:00:00
P0111,LG Gaming LG-115-111,13,115,LG-115-111,Black,2023-06-07,Seasonal,23624.38,28960.00,0,2023-06-07 09:00:00,2024-09-15 09:00:00
P0112,Hisense Streaming Device HIS-116-112,16,116,HIS-116-112,Gold,2021-06-17,Active,6291.66,8760.00,0,2021-06-17 09:00:00,2021-10-20 09:00:00
P0113,Baseus Keyboards & Mice BAS-117-113,27,117,BAS-117-113,Gray,2025-02-28,Active,4020.25,4600.00,0,2025-02-28 09:00:00,2026-05-16 09:00:00
P0114,JBL Headphone JBL-118-114,24,118,JBL-118-114,Silver,2024-06-22,Active,5363.82,6780.00,0,2024-06-22 09:00:00,2024-11-20 09:00:00
P0115,Logitech Chargers & Cable LOG-119-115,25,119,LOG-119-115,Black,2023-04-23,Active,3281.14,4180.00,0,2023-04-23 09:00:00,2023-10-23 09:00:00
P0116,Baseus Bags & Case BAS-120-116,27,120,BAS-120-116,Blue,2025-01-31,Active,3491.51,4870.00,0,2025-01-31 09:00:00,2025-08-31 09:00:00
P0117,Beko Blender BEK-121-117,19,121,BEK-121-117,Silver,2025-11-11,Active,1775.93,2040.00,0,2025-11-11 09:00:00,2026-01-23 09:00:00
P0118,Philips Coffee Machine PHI-122-118,17,122,PHI-122-118,Gray,2022-01-01,Active,5216.85,6750.00,0,2022-01-01 09:00:00,2024-02-11 09:00:00
P0119,Beko Vacuum Cleaner BEK-123-119,19,123,BEK-123-119,Black,2023-02-05,Active,2337.21,3310.00,0,2023-02-05 09:00:00,2023-02-16 09:00:00
P0120,Philips Iron PHI-124-120,17,124,PHI-124-120,Red,2023-11-12,Active,2698.02,3190.00,0,2023-11-12 09:00:00,2025-03-30 09:00:00
P0121,Lenovo Laptop LEN-101-121,1,101,LEN-101-121,Blue,2023-08-10,Active,42149.37,53280.00,0,2023-08-10 09:00:00,2025-09-02 09:00:00
P0122,HP Monitor HP-102-122,3,102,HP-102-122,Red,2025-04-24,Active,8514.92,10420.00,0,2025-04-24 09:00:00,2025-11-22 09:00:00
P0123,Acer Storage ACE-103-123,12,103,ACE-103-123,Red,2025-03-06,Active,1508.28,1720.00,0,2025-03-06 09:00:00,2025-03-11 09:00:00
P0124,Dell Networking DEL-104-124,2,104,DEL-104-124,Black,2025-07-25,Active,733.92,840.00,0,2025-07-25 09:00:00,2025-11-29 09:00:00
P0125,Honor Smartphone HON-105-125,10,105,HON-105-125,Red,2025-03-28,Active,33212.32,45540.00,0,2025-03-28 09:00:00,2025-04-30 09:00:00
P0126,Samsung Tablet SAM-106-126,5,106,SAM-106-126,Green,2024-12-27,Active,24518.86,30510.00,0,2024-12-27 09:00:00,2025-04-23 09:00:00
P0127,realme Smartwatche REA-107-127,8,107,REA-107-127,White,2021-08-20,Active,17472.47,22080.00,0,2021-08-20 09:00:00,2021-12-08 09:00:00
P0128,Honor Feature Phone HON-108-128,10,108,HON-108-128,Gold,2022-04-28,Active,2154.82,2930.00,0,2022-04-28 09:00:00,2023-12-27 09:00:00
P0129,Panasonic Refrigerator PAN-109-129,23,109,PAN-109-129,Red,2023-10-27,Active,14559.40,16960.00,0,2023-10-27 09:00:00,2025-05-10 09:00:00
P0130,Panasonic Washing Machine PAN-110-130,23,110,PAN-110-130,Gray,2025-03-15,Active,34544.83,46630.00,0,2025-03-15 09:00:00,2026-05-11 09:00:00
P0131,Philips Air Conditioner PHI-111-131,17,111,PHI-111-131,Gold,2023-08-23,Active,16154.50,19970.00,0,2023-08-23 09:00:00,2023-10-30 09:00:00
P0132,Bosch Cooker BOS-112-132,18,112,BOS-112-132,White,2025-02-18,Active,13274.86,18610.00,0,2025-02-18 09:00:00,2025-12-13 09:00:00
P0133,Sony Television SON-113-133,14,113,SON-113-133,Silver,2022-02-05,Active,40088.33,57090.00,0,2022-02-05 09:00:00,2023-01-04 09:00:00
P0134,TCL Sound System TCL-114-134,15,114,TCL-114-134,Green,2026-01-03,Active,9671.59,13170.00,0,2026-01-03 09:00:00,2026-04-07 09:00:00
P0135,TCL Gaming TCL-115-135,15,115,TCL-115-135,Gold,2023-11-12,Active,9462.38,12160.00,0,2023-11-12 09:00:00,2026-03-14 09:00:00
P0136,Sony Streaming Device SON-116-136,14,116,SON-116-136,Red,2024-02-10,Active,6182.77,8170.00,0,2024-02-10 09:00:00,2024-02-27 09:00:00
P0137,Anker Keyboards & Mice ANK-117-137,26,117,ANK-117-137,Red,2025-03-17,Active,4794.69,6520.00,0,2025-03-17 09:00:00,2025-07-05 09:00:00
P0138,Logitech Headphone LOG-118-138,25,118,LOG-118-138,Black,2024-07-19,Active,1060.73,1380.00,0,2024-07-19 09:00:00,2025-10-28 09:00:00
P0139,Baseus Chargers & Cable BAS-119-139,27,119,BAS-119-139,Silver,2023-05-22,Active,406.34,580.00,0,2023-05-22 09:00:00,2025-08-24 09:00:00
P0140,SanDisk Bags & Case SAN-120-140,30,120,SAN-120-140,White,2022-09-03,Active,3288.97,3960.00,0,2022-09-03 09:00:00,2024-03-31 09:00:00
P0141,Beko Blender BEK-121-141,19,121,BEK-121-141,Black,2024-09-06,Active,3460.97,4910.00,0,2024-09-06 09:00:00,2025-09-21 09:00:00
P0142,Midea Coffee Machine MID-122-142,22,122,MID-122-142,Blue,2021-10-29,Active,11905.90,15290.00,0,2021-10-29 09:00:00,2024-03-11 09:00:00
P0143,Tornado Vacuum Cleaner TOR-123-143,21,123,TOR-123-143,Green,2022-09-17,Active,22909.62,27820.00,0,2022-09-17 09:00:00,2023-05-04 09:00:00
P0144,Fresh Iron FRE-124-144,20,124,FRE-124-144,White,2023-10-11,Active,1962.15,2560.00,0,2023-10-11 09:00:00,2024-08-25 09:00:00
P0145,Acer Laptop ACE-101-145,12,101,ACE-101-145,Silver,2025-08-14,Active,47581.13,67480.00,0,2025-08-14 09:00:00,2026-02-16 09:00:00
P0146,HP Monitor HP-102-146,3,102,HP-102-146,Gray,2021-01-21,Active,10009.02,12280.00,0,2021-01-21 09:00:00,2022-12-02 09:00:00
P0147,Dell Storage DEL-103-147,2,103,DEL-103-147,White,2023-03-05,Active,7835.93,11140.00,0,2023-03-05 09:00:00,2025-03-03 09:00:00
P0148,ASUS Networking ASU-104-148,11,104,ASU-104-148,Gray,2025-10-16,Active,13064.82,15120.00,0,2025-10-16 09:00:00,2026-04-26 09:00:00
P0149,realme Smartphone REA-105-149,8,105,REA-105-149,Gold,2021-11-04,Active,55671.72,68030.00,0,2021-11-04 09:00:00,2022-05-14 09:00:00
P0150,realme Tablet REA-106-150,8,106,REA-106-150,Blue,2025-05-15,Active,31600.48,36910.00,0,2025-05-15 09:00:00,2025-12-24 09:00:00
P0151,Apple Smartwatche APP-107-151,4,107,APP-107-151,Gold,2024-04-14,Active,4027.41,4780.00,0,2024-04-14 09:00:00,2026-06-02 09:00:00
P0152,realme Feature Phone REA-108-152,8,108,REA-108-152,Silver,2025-10-01,Active,806.67,1010.00,0,2025-10-01 09:00:00,2026-02-16 09:00:00
P0153,Midea Refrigerator MID-109-153,22,109,MID-109-153,Blue,2021-03-23,Active,28428.99,39650.00,0,2021-03-23 09:00:00,2021-09-28 09:00:00
P0154,Fresh Washing Machine FRE-110-154,20,110,FRE-110-154,White,2023-12-23,Active,16362.45,22380.00,0,2023-12-23 09:00:00,2025-04-30 09:00:00
P0155,Philips Air Conditioner PHI-111-155,17,111,PHI-111-155,Blue,2025-10-04,Active,24122.73,31110.00,0,2025-10-04 09:00:00,2026-03-15 09:00:00
P0156,Panasonic Cooker PAN-112-156,23,112,PAN-112-156,White,2025-01-19,Discontinued,33313.62,39800.00,0,2025-01-19 09:00:00,2025-01-28 09:00:00
P0157,JBL Television JBL-113-157,24,113,JBL-113-157,Red,2025-06-17,Active,13616.72,16040.00,0,2025-06-17 09:00:00,2025-12-27 09:00:00
P0158,LG Sound System LG-114-158,13,114,LG-114-158,White,2023-05-19,Active,4554.07,6310.00,0,2023-05-19 09:00:00,2023-10-07 09:00:00
P0159,Sony Gaming SON-115-159,14,115,SON-115-159,Green,2025-12-14,Active,50551.65,62830.00,0,2025-12-14 09:00:00,2026-02-03 09:00:00
P0160,JBL Streaming Device JBL-116-160,24,116,JBL-116-160,Red,2023-01-25,Active,2570.62,3120.00,0,2023-01-25 09:00:00,2024-04-21 09:00:00
P0161,JBL Keyboards & Mice JBL-117-161,24,117,JBL-117-161,White,2025-05-07,Active,2999.48,3480.00,0,2025-05-07 09:00:00,2025-08-16 09:00:00
P0162,SanDisk Headphone SAN-118-162,30,118,SAN-118-162,Blue,2023-09-06,Active,12347.56,14350.00,0,2023-09-06 09:00:00,2025-09-07 09:00:00
P0163,Logitech Chargers & Cable LOG-119-163,25,119,LOG-119-163,Red,2023-08-14,Active,800.53,930.00,0,2023-08-14 09:00:00,2024-12-23 09:00:00
P0164,TP-Link Bags & Case TP--120-164,28,120,TP--120-164,Gray,2022-01-10,Active,3259.74,4330.00,0,2022-01-10 09:00:00,2023-08-18 09:00:00
P0165,Tornado Blender TOR-121-165,21,121,TOR-121-165,Red,2023-08-25,Active,5673.00,7730.00,0,2023-08-25 09:00:00,2025-08-10 09:00:00
